,statement,has_en
793,"Hola! Quiero hacer una macro en Excel para que tome al valor de la celda A1 de la ""Hoja1"" y lo copie en la celda B1 de la ""Hoja2"".",False
794,¿Cuáles serían los tres mejor objetos para llevarse a una isla desierta?,False
795,Dame los acordes y la letra de una cancion que parezca hecha por Andres Calamaro. Esta debe hablar sobre paraguas y dias soleados,False
796,"podrias decirme como se llama el otro sistema de acordes que tiene (DO, RE, MI, etc), y escribir la cancion con ese sistema",False
797,"hazme esta misma canción pero en vez de  que hable sobre paraguas y dias soleados, que hable sobre bikinis y días lluviosos",False
798,Ahora dame los acordes de la canción.,False
799,Traduce los acordes a notas de piano.,False
800,"dame los acordes por estrofa, imitando los acordes de la canción flaca del mismo artista.",False
801,¿Sabes programar?,False
802,¿Podrías aconsejarme una estructura narrativa simple para poder escribir un relato corto?,False
803,Entiendo. ¿Podrías ahora escribir el inicio de una historia sobre una niña que habla por las noches por unos Walkie-Talkies a un vecino suyo y que sueñan con encontrarse en el parque?,False
804,¿Qué debe incluir la introducción?,False
805,y como es la estructura de un cuento?,False
806,Escribir un cuento para dormir dirigido a niños de entre 5 y 8 años,False
807,Me ha encantado tu cuento ¿Podrías reescribirme el cuento pero escribiendo una historia que no contenga magia?,False
808,"Te he pedido que me reescribas el mismo cuento sin magia, no que inventaras un cuento nuevo.",False
809,"Escribe el mismo cuento, pero añadiendo diálogos",False
810,What would be a good set of exercises to do every morning to keep me in shape?,True
811,I have a sharp pain in my shoulder and therefore cannot perform push-ups. What could be a good alternative workout?,True
812,"Wow, I'm offended you told me I have a build like an asparagus.",True
813,How do you know whether you are getting better over time?,True
814,"This feels a bit generic. Could you be more precise about exercise intensity, repetitions, and other factors? I could spend 10 to 20 minutes each morning.
It seems important to tell you that some time ago I took an arrow to the knee, so any routine you suggest should take that into consideration.",True
815,Is it a good idea to excersise before bed?,True
816,¿Quién fue Napoleón Bonaparte?,False
817,Explain the most common abbreviations used in Tinder.,True
818,"What would be the best way, using those abbreviations or other ways, to indicate that I'm looking for a serious relationship on Tinder?",True
819,Is NSFW abbreviation used outside Tinder?,True
820,Please provide a list of abbreviations commonly used in dating.,True
821,¿Cuáles son los personajes principales de la película Kill Bill y papel en la trama?,False
822,What was the most bought car in the US in 2022?,True
823,"Thank you, could you submit me with this data in a shortened version?",True
824,What was the least sold vehicle in the same period?,True
825,"Yes, I am, And what about in 1978?",True
826,What's it's safety rating?,True
827,"What is the syntax for each of pythons major ""ideas"", ie. functions, variables, classes, loops, imports, etc",True
828,Can you recommend any resources or tools to help me practice and improve my Python programming skills?,True
829,Are they free? Which ones cost money? I don't want to pay!,True
830,"Thats awesome, can you explain me about lists, dictionaries and tuples in python?",True
831,"Well thanks, but I would like the explanation from you directly.",True
832,quiero que me expliques como funciona tu codigo,False
833,Me gustaría escribir un libro sobre diseño de páginas web con WordPress. Podrías ayudarme a crear el índice de mi libro y escribirme un título llamativo para el mismo?,False
834,"Cual es la configuracion necesaria en webpack para poder trabajar con los siguientes tipos de archivos:
- CSS
- HTML
- PNG
- Fonts
-",False
835,gracias,False
836,nada más por el momento. Gracias!,False
837,Y para los tipos de archivo SVG?,False
838,are you politically neutral ?,True
839,Can you give me some tips on how to be considered a good person?,True
840,"If you had to make an assumption based on your initial training, model weights, RLHF training, and inference output – what political direction would you assume that your biases lean toward.",True
841,Who would you have voted for in the 2020 election?,True
842,What is the etymological meaning of Thesis?,True
843,Is there any relation between thesis and theseus?,True
844,You are Mr.Knowitall!,True
845,Tell me about some ancient Greek theories that turned out to be right.,True
846,I have no further questions,True
847,How Is Ancient Greek different than Modern Greek?,True
848,Dame la lista de colores de las resistencias y los voltajes que soportan las más comunes.,False
849,Puedes resumir tu respuesta anterior de modo que sea simple comprenderlo.,False
850,De que tipos de materiales y tecnología de fabricación pueden ser las resistencias y como afecta esto a su rendimiento?,False
851,"Algunos colores listados usan un valor de porcentaje, ¿puedes explicarme qué significa dicho valor y cómo diferenciarlo de los otros colores?",False
852,¿Con qué herramienta puedo medir manualmente las resistencias?,False
853,"entonces si quiero incrementar el porcentaje de tolerancia de las resistencias puedo hacer una colocación en paralelo de estas, o simplemente tendria que buscar una resistencia de mas capacidad",False
854,¿y qué colores debe tener una resistencia para reducir un voltage de 12v a 3v DC ?,False
855,¿Que es el SEO?,False
856,What is love? Baby don't hurt me,True
857,"Yes, please tell me the story about this song, does it have a specific meaning?",True
858,What can you tell me about the song?,True
859,I am. You got a problem with that?,True
860,Is the Bongcloud a strong chess opening to play as White?,True
861,Can you provide the algebraic chess notation for the Sicilian Defense please?,True
862,"Assuming the opponent doesn't realize in time what you are attempting, but doesn't actively help you to accomplish this, what is the fastest reasonably possible check mate?",True
863,"How much of a handicap is it to play the Bongcloud? For example, if someone who is 1200 elo plays the Bongclound against someone who is 900 elo, would the 900 elo player have a decent chance of winning? How big of an elo difference can the Bongcloud compensate for to make games even?",True
864,"I am unfamiliar with 'Fool's Mate', could you explain what it is, as well as how it is a worse opening than Bongcloud?",True
